ID,NAME,PRICE,NEIGHBOURHOOD,PRICE_CATEGORY
7048843,"Large Room, 2-mile to downtown",40.00,Atlantic,NORMAL PRICE
879181,In Jimi Hendrix's neighborhood 3,60.00,Atlantic,NORMAL PRICE
1246809,1BdRm 3bds w/AC fits 6snug Near DT,79.00,Atlantic,NORMAL PRICE
10273158,Pike Place High Rise 99 Walk Score,129.00,Central Business District,NORMAL PRICE
5615620,Downtown Apt by Pike Place Market,100.00,Pike Place Market,NORMAL PRICE
936484,Marketside Flats next to Pike! MS1,76.00,Pike Place Market,NORMAL PRICE
5415077,Spacious Room in Pike Place Market!,95.00,Pike Place Market,NORMAL PRICE
938785,Best Ocean Views By Pike Place! PA1,100.00,,NORMAL PRICE
934216,Amazing Waterview! PIKE PLACE! HSW,137.00,Central Business District,NORMAL PRICE
6119821,Green Tortoise Hostel,38.00,Pike Place Market,NORMAL PRICE
3385421,Triple Venti View & Suite Lux,557.00,Pike Place Market,HIGH PRICE
5981343,Pikes market with view and parking,160.00,Pike Place Market,NORMAL PRICE
9706229,Pike Place Market - Art Suite,179.00,Pike Place Market,NORMAL PRICE
8212989,Green Tortoise,41.00,Pike Place Market,NORMAL PRICE
9444769,"5 Star View, PIKE PLACE, Parking S9",97.00,Pike Place Market,NORMAL PRICE
5422159,Luxurious Seattle Apartment,99.00,Central Business District,NORMAL PRICE
9532861,Modern Loft in Pike Place,149.00,Pike Place Market,NORMAL PRICE
3380159,Pike's Place. 100 Walkscore,199.00,Pike Place Market,NORMAL PRICE
9294683,Pike Place Market - Art Gallery,157.00,Pike Place Market,NORMAL PRICE
8253456,Modern apt. In the heart of Seattle,170.00,Pike Place Market,NORMAL PRICE
944237,"Pike Place Market, Parking, View S3",85.00,Pike Market,NORMAL PRICE
4165387,2BD SEA Pike Place & Belltown Haven,299.00,Pike Place Market,HIGH PRICE
9866984,Downtown Seattle Apartment 1BR Unit,95.00,Pike Place Market,NORMAL PRICE
7179337,"Location!! A/C, Parking, Loaded, S5",99.00,,NORMAL PRICE
9768655,CITY CENTER downtown location!,165.00,Pike Place Market,NORMAL PRICE
8015531,Large Pike Place Apt w/ Balcony,114.00,Pike Place Market,NORMAL PRICE
991961,"2 Bedroom, 2 Bath Cloud Nine Oasis",311.00,Pike Place Market,HIGH PRICE
8035212,Pike Place Market - Downtown Apt,100.00,Pike Place Market,NORMAL PRICE
8053396,Pike Place Market GetAway with View,150.00,Pike Place Market,NORMAL PRICE
2516391,Lake Union City Cabin,135.00,Eastlake,NORMAL PRICE
7581631,Modern + Cozy Eastlake/Lk Union 2BR,110.00,Eastlake,NORMAL PRICE
7067650,Charming Eastlake Bungalow,75.00,Eastlake,NORMAL PRICE
706385,"Lake Union view ""Sky Cabin"" apt.",138.00,Eastlake,NORMAL PRICE
6883913,Cozy Eastlake Flat. Amazing Views,120.00,Eastlake,NORMAL PRICE
6523393,Great Location by Lake Union & SLU,95.00,Eastlake,NORMAL PRICE
6766513,Eastlake Condo,95.00,Eastlake,NORMAL PRICE
708774,Clean+Comfy Eastlake/Lk Union 1BR,95.00,Eastlake,NORMAL PRICE
1494828,Modern+Clean 2BR Eastlake/Lk Union,125.00,Eastlake,NORMAL PRICE
7075357,Eastlake Union Summer Getaway,129.00,Eastlake,NORMAL PRICE
1652097,Lake Union Tranquil Retreat,85.00,Eastlake,NORMAL PRICE
4660460,Cozy Eastlake Studio Apartment,82.00,Eastlake,NORMAL PRICE
1944596,Convenient & Cozy Eastlake Location,103.00,Eastlake,NORMAL PRICE
5593504,Eastlake Townhome (Private Room),59.00,Eastlake,NORMAL PRICE
619366,"Lake Union view ""Garden Apartment""",115.00,Eastlake,NORMAL PRICE
3379116,The Seattle Carriage House,300.00,Portage Bay,NORMAL PRICE
10272763,Eastlake Townhome (Private BR+BA),68.00,,NORMAL PRICE
10077121,Quiet/cute between Downtown and UW,52.00,,NORMAL PRICE
7536219,Cozy Studio Near Everything,91.00,Eastlake,NORMAL PRICE
2693137,Great View in Eastlake,58.00,Eastlake,NORMAL PRICE
7481498,The Franklin Place in Eastlake,125.00,Eastlake,NORMAL PRICE
535300,Private Eastlake - Steps to Lake.,82.00,Eastlake,NORMAL PRICE
68508,"Olympics, LakeUnion, Downtown....",225.00,Capitol Hill,HIGH PRICE
8294379,Spacious & bright room in Eastlake,55.00,Eastlake,NORMAL PRICE
4481979,NEW 1 BD listing CENTRAL/MODERN,134.00,Eastlake,NORMAL PRICE
5353512,1920's Eastlake Home Close to Water,42.00,Eastlake,NORMAL PRICE
244499,Incredible View Lake Union Condo!,125.00,Eastlake,NORMAL PRICE
3316219,Economical & Spacious 2BD w Parking,115.00,Eastlake,NORMAL PRICE
6613601,1BR 1BA Aptmnt in Amazing Location!,125.00,South Lake Union,NORMAL PRICE
7833113,Prime Location to Explore Seattle!,55.00,,NORMAL PRICE
7439802,South Lake Union Penthouse,550.00,South Lake Union,HIGH PRICE
10135378,Cute 1 br in the heart of eastlake!,90.00,,NORMAL PRICE
9330174,Nice apartment in center of city,100.00,South Lake Union,NORMAL PRICE
9597415,Modern Loft | Great Location!,95.00,South Lake Union,NORMAL PRICE
8831088,Super-hip luxury SLU apartment,110.00,South Lake Union,NORMAL PRICE
7401671,Centrally Located Eastlake Studio,80.00,Eastlake,NORMAL PRICE
5330475,Lake Union Master Room (w/bath),100.00,Westlake,NORMAL PRICE
8067001,Modern luxury apartment,90.00,South Lake Union,NORMAL PRICE
6852288,1 BDRM Central Capitol Hill Getaway,59.00,,NORMAL PRICE
6913706,Westlake Ave Downtown Condos 1BD,183.00,South Lake Union,NORMAL PRICE
9885225,Westlake Ave Downtown Condos 1BD 4,183.00,South Lake Union,NORMAL PRICE
6990477,Westlake Ave Downtown Condos 1BD 2,183.00,South Lake Union,NORMAL PRICE
117862,Great views of the Space Needle!,115.00,South Lake Union,NORMAL PRICE
7777219,94 walk-score elegant SLU Apt. room,75.00,South Lake Union,NORMAL PRICE
7840228,Westlake Ave Downtown Condos 1BD 3,183.00,South Lake Union,NORMAL PRICE
7438635,South Lake Union Penthouse Room,220.00,South Lake Union,NORMAL PRICE
9389755,Modern Open 1-Bedroom,119.00,South Lake Union,NORMAL PRICE
9151865,94 walking score BDRM in SLU,75.00,,NORMAL PRICE
7204672,"Magnolia charm, close to downtown",200.00,Magnolia,NORMAL PRICE
5579427,Steps from magical Discovery Park-3,229.00,Magnolia,NORMAL PRICE
6734621,"Super location, 3.5ba, Free Parking",333.00,Magnolia,HIGH PRICE
2263643,Charming English room by Park,41.00,Magnolia,NORMAL PRICE
4608208,A quiet oasis in Seattle,70.00,Magnolia,NORMAL PRICE
3528627,Room With Balcony,70.00,Magnolia,NORMAL PRICE
8048333,The Suburbs Near Downtown Seattle,97.00,Magnolia,NORMAL PRICE
8050642,Fabulous Seattle Modern,350.00,Magnolia,HIGH PRICE
7329805,Light-filled 2BR/1BA Home Magnolia,200.00,Magnolia,NORMAL PRICE
6848455,Bright + Modern Townhouse w/ 3 Bdrm,225.00,Magnolia,NORMAL PRICE
5164581,Bright Quiet Room Close to Downtown,40.00,Magnolia,NORMAL PRICE
2208757,"Seattle Resting Nest ,3BR Near DT",150.00,Magnolia,NORMAL PRICE
226536,Sunny Cottage near Discovery Park,46.00,Magnolia,NORMAL PRICE
176678,"New townhouse, NW of downtown",64.00,Magnolia,NORMAL PRICE
4824699,Peaceful Woodsy Cottage,147.00,,NORMAL PRICE
3876097,Shared space adjacent to Park,30.00,,NORMAL PRICE
1260259,Zen Garden Oasis!,150.00,Magnolia,NORMAL PRICE
8173487,"1,600+ sq ft Penthouse View Condo",280.00,Magnolia,NORMAL PRICE
685600,Steps from magical Discovery Park-1,75.00,Magnolia,NORMAL PRICE
6959336,Steps from magical Discovery Park-2,129.00,Magnolia,NORMAL PRICE
5195064,"Big Room, Queen Bed, Near Downtown",50.00,Magnolia,NORMAL PRICE
9961538,Spacious Bedroom with Private Bath,50.00,Magnolia,NORMAL PRICE
492287,Seattle Discovery Birdhouse,88.00,Magnolia,NORMAL PRICE
8029177,Magnolia ADU,100.00,Magnolia,NORMAL PRICE
7343707,Waterfront View home in Seattle,225.00,Magnolia,NORMAL PRICE
7676574,Magnolia View Retreat,250.00,Magnolia,NORMAL PRICE
3354761,"SPECIAL on Water, Downtown Seattle",95.00,Magnolia,NORMAL PRICE
3561237,*New Luxury Home 10 min to Downtown,172.00,Magnolia,NORMAL PRICE
5559643,Seattle Cottage,175.00,Magnolia,NORMAL PRICE
8327083,Fabulous Seattle Modern,350.00,Magnolia,HIGH PRICE
8087037,Steps from Magical Discovery Park-4,69.00,Magnolia,NORMAL PRICE
1696015,SEATTLE BEACH HOUSE on Elliott Bay,375.00,Magnolia,HIGH PRICE
6855839,Downtown Hi-Rise. 98 Walkscore (A1),144.00,Belltown,NORMAL PRICE
3345341,100% Walk Score 1-BR Downtown,999.00,Belltown,HIGH PRICE
4410493,Heart of Downtown Seattle! SH2,138.00,,NORMAL PRICE
19619,1 Bedroom Cosmopolitan Water View,145.00,Belltown,NORMAL PRICE
7597244,BELLTOWN/DOWNTOWN Spacious&Luminous,125.00,Belltown,NORMAL PRICE
5736082,Living room in 1 BHK for females,45.00,Belltown,NORMAL PRICE
3697351,5 Blocks from Pike Place Market,35.00,Belltown,NORMAL PRICE
6958436,Historic Downtown Artist Loft,225.00,Belltown,NORMAL PRICE
9652574,Sunny apartment room in downtown,50.00,Belltown,NORMAL PRICE
7109376,Belltown Court Bay Studio,120.00,,NORMAL PRICE
3534364,Studio with a Bay View,100.00,Belltown,NORMAL PRICE
6671901,Fantastic Downtown Location !!! 101,120.00,Belltown,NORMAL PRICE
6370313,Luxury Furnished 1BR Seattle Apt,249.00,Belltown,HIGH PRICE
9863484,Belltown *All The Things,95.00,Belltown,NORMAL PRICE
7249631,Modern Downtown 1BD. 100 WS (R1),150.00,South Lake Union,NORMAL PRICE
9183838,Belltown / Downtown Apartment,130.00,Belltown,NORMAL PRICE
6222245,Metropolitan Seattleite-Studio,130.00,,NORMAL PRICE
10292753,Belltown 1brm 98 Walk Score Parking,105.00,Belltown,NORMAL PRICE
7760836,99% walkscore Water View + FREE CAR,105.00,Belltown,NORMAL PRICE
7324993,Luxury Belltown Skyrise,175.00,Belltown,NORMAL PRICE
5760902,Downtown Ap Westlake Seattle Center,100.00,Belltown,NORMAL PRICE
7035498,Hip Flat - Great dining steps away!,129.00,Belltown,NORMAL PRICE
8956631,Perfect & clean downtown studio,90.00,Belltown,NORMAL PRICE
6766708,100 Walk Score - Lux 2Bed,350.00,Belltown,HIGH PRICE
4264043,Fantastic downtown location! #211,75.00,Belltown,NORMAL PRICE
6186081,Pike Market Belltown 1brm Parking,110.00,Belltown,NORMAL PRICE
1472532,Downtown-5 mins walk to Pike Place!,80.00,Belltown,NORMAL PRICE
5900224,Walk to the best spots in Seattle,150.00,Belltown,NORMAL PRICE
9374358,Beautiful Studio - Free Parking!!,95.00,Belltown,NORMAL PRICE
5874421,Great Location. 98 Walkscore 2,139.00,Belltown,NORMAL PRICE
8829474,Belltown Condos 1BD 4,139.00,Belltown,NORMAL PRICE
6228474,1 Bedroom Puget Sound View Oasis,275.00,Belltown,HIGH PRICE
4637670,High-rise Studio- Heart O' The City,135.00,Central Business District,NORMAL PRICE
3995007,POSH URBAN GETAWAY | WATERFRONT,128.00,Belltown,NORMAL PRICE
19611,1 Bedroom Downtown Seattle Oasis,107.00,Belltown,NORMAL PRICE
1200829,1 Bed Belltown Oasis-Book now,100.00,Belltown,NORMAL PRICE
206781,Bright & Spacious Studio,120.00,Belltown,NORMAL PRICE
988176,HotSpot Location near Pike Place,125.00,Belltown,NORMAL PRICE
2881446,Belltown Swanky Studio!,150.00,Belltown,NORMAL PRICE
6328150,Downtown Apartment by Pike Place,140.00,Belltown,NORMAL PRICE
2154617,Downtown studio close to everything,150.00,Belltown,NORMAL PRICE
6658052,Stunning Modern Spacious Flat,149.00,Belltown,NORMAL PRICE
6187841,Best Location Downtown - Beautiful!,229.00,Belltown,NORMAL PRICE
4318031,Aunt Sally's Studio-GREAT Location!,93.00,Belltown,NORMAL PRICE
6364549,Affordable Downtown Studio,110.00,Belltown,NORMAL PRICE
8326940,3*High Rise Waterfront PikeMarket,126.00,Belltown,NORMAL PRICE
7826593,2* Lux High Rise 1BR,139.00,Belltown,NORMAL PRICE
8168476,5th Ave Luxury Suite,157.00,,NORMAL PRICE
6482984,The Heart of Seattle - Downtown,90.00,Belltown,NORMAL PRICE
6316917,Luxury Modern Apt in Downtown,90.00,,NORMAL PRICE
7922581,4* FlashSale CapHill WalkScore,125.00,Belltown,NORMAL PRICE
4110396,Private room W/ views in downtown,95.00,Belltown,NORMAL PRICE
5446176,"Amazing Location, Great Dining! V62",197.00,,HIGH PRICE
4669377,Cozy Charmer Steps To Pike Place,155.00,Belltown,NORMAL PRICE
4151430,Belltown Crt Home Port Deluxe Suite,195.00,Belltown,NORMAL PRICE
5446513,"Downtown, Great Amenities! V62",150.00,Belltown,NORMAL PRICE
3793185,Amazing view of Space Needle,175.00,Belltown,NORMAL PRICE
937370,Heart of Belltown! SH2,156.00,Belltown,NORMAL PRICE
1833250,2-Story Penthouse W/Amazing View,320.00,Belltown,HIGH PRICE
902243,SALE Luxury 2br/2ba/LOCATION PRKG!,200.00,Belltown,NORMAL PRICE
1084046,Near Pike Place & Space Needle! MT2,165.00,Belltown,NORMAL PRICE
8811781,Beautiful Belltown Apartment! CT3,127.00,Belltown,NORMAL PRICE
4243163,Centennial Tower 3 Bdr Penthouse,405.00,Belltown,HIGH PRICE
4569115,Downtown 2Bed Western Sunset Views,219.00,Belltown,NORMAL PRICE
9258513,Luxury Studio with Amazing Views 24,150.00,Belltown,NORMAL PRICE
4190771,Centennial Tower 2 Bdr Pets Welcome,239.00,Belltown,NORMAL PRICE
3543084,1 Bedroom Elliott Bay Oasis,150.00,Belltown,NORMAL PRICE
7807169,Amazing Views of Elliott Bay! AH2,117.00,Belltown,NORMAL PRICE
844939,"DOWNTOWN A/C, Parking, Pool S2",99.00,Belltown,NORMAL PRICE
8890682,Belltown Apt near Pike's Place,170.00,Belltown,NORMAL PRICE
3998984,"Studio Apt., Belltown, Seattle",100.00,Belltown,NORMAL PRICE
6315435,2 Bedroom Gateway City Oasis,300.00,Belltown,HIGH PRICE
6704004,1 Bedroom Bright Cityscape Oasis,250.00,Belltown,HIGH PRICE
1797207,2 Bed/2 Bath Tranquil View Oasis,197.00,Belltown,NORMAL PRICE
271509,2 Bedroom Harbor and City Oasis,175.00,Belltown,NORMAL PRICE
10156116,Charming 1BR in perfect location,130.00,,NORMAL PRICE
4410789,Contemporary Belltown Location! SH2,131.00,Belltown,NORMAL PRICE
9577993,Modern 1BR Apt with Great Views,110.00,Belltown,NORMAL PRICE
9352620,Stylish Belltown Condo,125.00,,NORMAL PRICE
9532957,Luxury apt in heart of DT Seattle,200.00,Belltown,NORMAL PRICE
8354452,The View | Be Inspired in Seattle,99.00,Belltown,NORMAL PRICE
9497431,Sky High Water View. 99 Walkscore,700.00,Belltown,HIGH PRICE
217142,SPACIOUS 2BD/2BA PRKG FREE WiFi,200.00,Belltown,NORMAL PRICE
1732280,Near the Space Needle! MT1,89.00,Belltown,NORMAL PRICE
4240933,Downtown Seattle Vacation Spot! MT2,142.00,Belltown,NORMAL PRICE
8308386,Stay Right Next to Elliot Bay OP3,99.00,Belltown,NORMAL PRICE
8227038,Cozy studio in Belltown,117.00,,NORMAL PRICE
2489339,1 Bedroom Emerald City Oasis,215.00,Belltown,NORMAL PRICE
8054892,2 Bedroom Poet's Paradise Oasis,215.00,Belltown,NORMAL PRICE
1493197,2 Bed Space Needle View,275.00,Belltown,HIGH PRICE
4417792,2 Bedroom Classic Brownstone Oasis,175.00,Belltown,NORMAL PRICE
5048597,2 Bedroom Near Space Needle S8,195.00,Belltown,NORMAL PRICE
6278191,Walkable Belltown Location Studio,113.00,Belltown,NORMAL PRICE
8891577,Sky High Penthouse. 99 Walkscore,700.00,Belltown,HIGH PRICE
4163306,Belltown Court Loft Penthouse,139.00,Belltown,NORMAL PRICE
59827,1 Bedroom Sweeping View Oasis,135.00,Belltown,NORMAL PRICE
9505340,Cozy Elegant Studio,105.00,Belltown,NORMAL PRICE
3992155,Downtown Seattle Studio - Belltown,100.00,Belltown,NORMAL PRICE
8571518,Views and Style in Belltown,106.00,Belltown,NORMAL PRICE
3820186,Olympus Penthouse- Elliott Bay View,475.00,Belltown,HIGH PRICE
1084084,"The Best of the Best, Seattle! MT2",143.00,Belltown,NORMAL PRICE
257140,1 Bed Territorial View-Book now!,205.00,Belltown,NORMAL PRICE
8956628,"Clean, Walk everywhere Downtown",80.00,Belltown,NORMAL PRICE
8637174,Charming Belltown Corner Studio,120.00,Belltown,NORMAL PRICE
8815061,Belltown Condos 1BD 3,139.00,Belltown,NORMAL PRICE
4677524,Charming Suite Near Space Needle!,135.00,Belltown,NORMAL PRICE
3139847,BRAND NEW WTRFNT nxt2 PIKE PLACE!,155.00,Belltown,NORMAL PRICE
6975036,Belltown 2 bedroom for rent,90.00,Belltown,NORMAL PRICE
4151093,Belltown Court Home Port Suite,139.00,Belltown,NORMAL PRICE
4256558,1 Bedroom Glimmering Skyline Oasis,181.00,Belltown,NORMAL PRICE
2110357,"Elegant Comfort, Location, & Views ",99.00,Belltown,NORMAL PRICE
8147986,A Creative Live/Work Loft + Studio,175.00,Belltown,NORMAL PRICE
2905375,1 Bedroom Queen City Modern Oasis,127.00,Belltown,NORMAL PRICE
4257097,Metropolitan Tower Upscale 1 Bdrm,150.00,Belltown,NORMAL PRICE
931154,Met Tower in Belltown! MT2,143.00,Belltown,NORMAL PRICE
6370655,Luxury Furnished 2BR Seattle Apt,399.00,Belltown,HIGH PRICE
4363919,Belltown Court 2 Bdrm Urban Retreat,193.00,Belltown,NORMAL PRICE
8722230,1* Lux Studio with Amazing Views,160.00,Belltown,NORMAL PRICE
5019444,Relaxing Studio in Belltown,110.00,Belltown,NORMAL PRICE
931758,"Hottest Downtown Address, Pool! MT2",135.00,Belltown,NORMAL PRICE
301059,1 Bedroom Fantastic View Oasis,165.00,Belltown,NORMAL PRICE
8815638,Belltown Condos 1BD 2,139.00,Belltown,NORMAL PRICE
2068301,Hip Belltown studio w/city view,140.00,Belltown,NORMAL PRICE
8487843,A Quiet Retreat in the City Center!,129.00,Belltown,NORMAL PRICE
8608233,Belltown Condo with View,150.00,,NORMAL PRICE
5446156,Downtown with Amazing Dining! V62,245.00,Belltown,HIGH PRICE
7807090,Walk to Pike Place Market! AH2,127.00,Belltown,NORMAL PRICE
8306646,Steps from Elliot Bay! OP2,444.00,Belltown,HIGH PRICE
1055661,1 Bedroom Northwest City Oasis,127.00,Belltown,NORMAL PRICE
7806698,Steps to Waterfront and Market AH2,122.00,Belltown,NORMAL PRICE
24212,2 Bedroom Water View Oasis,175.00,Belltown,NORMAL PRICE
8027776,Beautiful & clean downtown studio,99.00,Belltown,NORMAL PRICE
6868378,1 Bedroom Garden Courtyard View Oas,187.00,Belltown,NORMAL PRICE
7249508,Downtown Hi-Rise. 98 Walkscore (A3),150.00,Belltown,NORMAL PRICE
7544337,Adorable Studio in Belltown!,100.00,Belltown,NORMAL PRICE
19623,2 Bedroom Downtown Seattle Oasis,186.00,Belltown,NORMAL PRICE
4210585,Best Condo Near Pike Place! MT2,171.00,Belltown,NORMAL PRICE
5784320,Seattle's Best Downtown Condo! MT2,181.00,Belltown,NORMAL PRICE
7347229,Downtown 1BD with Cool Ocean Views,149.00,Belltown,NORMAL PRICE
4676275,Discover Downtown Seattle,270.00,Belltown,HIGH PRICE
2489283,2 Bedroom 2 Bathroom Rooftop Oasis,195.00,Belltown,NORMAL PRICE
277416,Xmas Sale 1 bd/1 ba WiFi CLEAN Prkg,149.00,Belltown,NORMAL PRICE
5847934,Belltown Court Sunset Suite,230.00,Belltown,NORMAL PRICE
9886971,Westlake Ave Downtown Condos 1BD 5,183.00,South Lake Union,NORMAL PRICE
5446180,Fantastic Downtown Location! V62,165.00,,NORMAL PRICE
4242626,Centennial Tower - 3 Bdr Water View,335.00,Belltown,HIGH PRICE
3226793,Private Room near Space Needle 2,75.00,Belltown,NORMAL PRICE
23430,1 Bedroom Modern Water View Condo,107.00,Belltown,NORMAL PRICE
2186330,Downtown Seattle Near Pike Pl! MT2,167.00,Belltown,NORMAL PRICE
5683765,Belltown Court Space Needle Studio,120.00,Belltown,NORMAL PRICE
9900319,Modern luxury Belltown apartment,110.00,Belltown,NORMAL PRICE
5691933,Metropolitan Tower 3 Bdrm Penthouse,425.00,Belltown,HIGH PRICE
8829472,Belltown Condos 1BD,139.00,Belltown,NORMAL PRICE
5183938,Great Location. 98 Walkscore,149.00,Belltown,NORMAL PRICE
224763,"SALE! WiFi  Luxurious, Parking Inc",149.00,Belltown,NORMAL PRICE
4520179,Seattle Dwntn Apt near Space Needle,130.00,Belltown,NORMAL PRICE
9263252,Luxury Studio with Amazing Views 25,115.00,Belltown,NORMAL PRICE
284813,Unparalleled & Unique Downtown Loft,159.00,Belltown,NORMAL PRICE
4402880,Belltown Court Studio 98 Walk Score,120.00,Belltown,NORMAL PRICE
2660384,Modern Belltown Studio,100.00,Belltown,NORMAL PRICE
6973790,"Downtown, A/C, Hottub, Parking S1",99.00,Belltown,NORMAL PRICE
7116795,Stunning  2 BR Belltown Luxury 007,169.00,Belltown,NORMAL PRICE
9910189,1 Bedroom-Heart of Seattle/wParking,110.00,Belltown,NORMAL PRICE
6854552,Downtown Hi-Rise. 98 Walkscore (A2),170.00,Belltown,NORMAL PRICE
1857141,Charming studio in Belltown,115.00,Belltown,NORMAL PRICE
8668410,Stay In The Heart of Seattle! OP3,112.00,Belltown,NORMAL PRICE
8517235,Heart of Seattle,120.00,Belltown,NORMAL PRICE
4311244,Metropolitan Tower Classic 2 Bdrm,239.00,Belltown,NORMAL PRICE
7616008,Heart of Downtown Seattle,135.00,Belltown,NORMAL PRICE
4776823,BEST (historic) locat A/C FREE prkg,125.00,Belltown,NORMAL PRICE
8082659,New York style studio apartment,150.00,,NORMAL PRICE
808134,2 Bed 2 Bath Courtyard View Oasis,197.00,Belltown,NORMAL PRICE
8427254,Luxury 1BR with Beautiful Views,139.00,Belltown,NORMAL PRICE
2392869,Cozy 1BD on Pike's Place Downtown,149.00,Pike Place Market,NORMAL PRICE
5289293,HOLLYWOOD GLAM in PRIME LOCATION,115.00,,NORMAL PRICE
4783585,Lovely 2BD in the Heart of the City,175.00,Belltown,NORMAL PRICE
286080,2 Bed Seattle Oasis,175.00,Belltown,NORMAL PRICE
1601714,"99 1Bed, CapHill. Walk Downtown",124.00,Belltown,NORMAL PRICE
9474025,Living Room in the heart of Seattle,65.00,,NORMAL PRICE
5459895,Luxury 2 Bedroom in Belltown,229.00,Belltown,NORMAL PRICE
8843162,Private Room in Belltown,40.00,Belltown,NORMAL PRICE
8409750,"2BR VIEW! 98% Walk Score, FREE pkg!",183.00,Belltown,NORMAL PRICE
6033201,Modern Condo Style with Great Views,169.00,Belltown,NORMAL PRICE
5058302,City Living in Comfort w/ Parking!,155.00,Belltown,NORMAL PRICE
4264056,Fantastic downtown location! #110,75.00,Belltown,NORMAL PRICE
1707064,"Home of Restaurateurs, Belltown!",89.00,Belltown,NORMAL PRICE
8236094,Travelers Paradise in Belltown SEA!,35.00,,NORMAL PRICE
8072907,Heart of Seattle Historical/Stylish,115.00,Belltown,NORMAL PRICE
4082986,Lovely Studio Apt in D.T. Seattle !,115.00,Belltown,NORMAL PRICE
9138600,PERFECT downtown Seattle location!,165.00,Pike Place Market,NORMAL PRICE
7922197,Modern Hip Studio Amazing Location,115.00,Belltown,NORMAL PRICE
10235014,Luxury Apartment in Belltown / SLU,250.00,Belltown,HIGH PRICE
4190689,Centennial Tower - 1 Bdr Water View,166.00,Belltown,NORMAL PRICE
3033913,99% WALKSCORE | FREE PRKNG | QUIET,105.00,,NORMAL PRICE
6362918,Gorgeous Downtown Apartment,145.00,Belltown,NORMAL PRICE
2935486,2-bdrm Downtown Seattle,250.00,Belltown,HIGH PRICE
9031119,Belltown Condos 1BD 5,139.00,Belltown,NORMAL PRICE
5270886,"Walk To Space Needle, Pike Place S7",82.00,Belltown,NORMAL PRICE
59838,Wonderful 2 Bedroom Modern Oasis,147.00,Belltown,NORMAL PRICE
59708,1 Bedroom Beautiful Tuscan Oasis,187.00,Belltown,NORMAL PRICE
1476298,Live like a local - Walkscore 98!,80.00,Belltown,NORMAL PRICE
8922554,Pike Place Condo with Amazing Views,130.00,Belltown,NORMAL PRICE
6490091,Master Bedroom - Private bathroom,95.00,Belltown,NORMAL PRICE
9311687,Cozy Space in the Heart of Belltown,68.00,Belltown,NORMAL PRICE
631445,Downtown Seattle View Condo,165.00,Belltown,NORMAL PRICE
8036985,Modern studio in downtown Seattle,168.00,,HIGH PRICE
4661374,*Charming Vintage Belltown Studio*,79.00,Belltown,NORMAL PRICE
365550,contemporary art loft downtown [17],89.00,International District,NORMAL PRICE
7777381,Privacy & gorgeous panoramic views!,80.00,International District,NORMAL PRICE
1778989,Ensuite Queen Bed Cap Hill Apt,120.00,International District,NORMAL PRICE
5031285,Shared Space Main Temple Hondo,40.00,International District,NORMAL PRICE
5031383,Shared Space Main Temple Hondo 2nd,40.00,International District,NORMAL PRICE
9685856,Confortable bedroom,65.00,International District,NORMAL PRICE
208356,contemporary art loft downtown [7],89.00,International District,NORMAL PRICE
9449062,Unique 1 bedroom apartment,79.00,International District,NORMAL PRICE
3552523,Downtown Seattle 2BR View Home,69.00,International District,NORMAL PRICE
3487824,Chez DEX Of Downtown Seattle,69.00,International District,NORMAL PRICE
8501705,Tiny apartment by stadiums!,74.00,,NORMAL PRICE
10140582,Private Cozy Place in Chinatown,65.00,International District,NORMAL PRICE
8068232,2bdrm close to stadiums/light rail!,250.00,International District,HIGH PRICE
1709737,Cosy Vintage Home Capitol Hill,250.00,Yesler Terrace,HIGH PRICE
9408991,Privacy & gorgeous panoramic views!,175.00,International District,HIGH PRICE
7110655,A Gorgeous View in Downtown Seattle,99.00,International District,NORMAL PRICE
9012948,Cozy apartment in Downtown,130.00,,NORMAL PRICE
8372038,Large 2BD Apartment Right Downtown!,120.00,Central Business District,NORMAL PRICE
2051658,Pike Place Market Suite,190.00,Pike Place Market,NORMAL PRICE
7506165,Pike's Place. 98 Walkscore 2,280.00,,HIGH PRICE
7311407,"5 Star Location! Parking, WIFI S4",99.00,Pike Place Market,NORMAL PRICE
397117,Great Space & Location + View!,99.00,Central Business District,NORMAL PRICE
4516960,"Seattle Downtown Core, Pike Market",159.00,Central Business District,NORMAL PRICE
9089308,Pike Market apt w parking and pool!,150.00,,NORMAL PRICE
934123,Shopping and Nightlife!!! HS2,139.00,Central Business District,NORMAL PRICE
3891695,Pike's Place 1Bed Sunset View,180.00,Central Business District,NORMAL PRICE
6514446,P6 Zen Retreat: Winter promo,151.00,First Hill,NORMAL PRICE
8805211,Convention Center Lux 1BD,219.00,Central Business District,NORMAL PRICE
7954781,Perfect 1br/1bth Downtown Seattle,100.00,Central Business District,NORMAL PRICE
2944021,Welcome to 2BD Downtown Seattle!,175.00,First Hill,NORMAL PRICE
4395349,Newmark Tower 1 Bdrm  by Pike Place,170.00,Pike Place Market,NORMAL PRICE
3282000,11th Heaven Pike Place Market,115.00,Central Business District,NORMAL PRICE
6687939,View Apt Near Pike Place Market 1BD,100.00,Central Business District,NORMAL PRICE
6613192,Heart of Downtown - Best Location,110.00,Central Business District,NORMAL PRICE
9900303,Downtown Living at its finest!,59.00,Central Business District,NORMAL PRICE
7860710,Live downtown in luxury :),110.00,Central Business District,NORMAL PRICE
7510776,Pike's Place. 98 Walkscore 3,199.00,,HIGH PRICE
